order_id,customer_id,amount,order_date
4901,1035,51.1,2025-07-24 04:00:00
4902,1032,496.47,2025-07-24 05:00:00
4903,1048,72.32,2025-07-24 06:00:00
4904,1044,45.45,2025-07-24 07:00:00
4905,1040,440.48,2025-07-24 08:00:00
4906,1024,157.9,2025-07-24 09:00:00
4907,1017,328.65,2025-07-24 10:00:00
4908,1007,171.21,2025-07-24 11:00:00
4909,1043,201.81,2025-07-24 12:00:00
4910,1050,138.44,2025-07-24 13:00:00
4911,1001,178.09,2025-07-24 14:00:00
4912,1035,211.24,2025-07-24 15:00:00
4913,1032,363.0,2025-07-24 16:00:00
4914,1036,260.65,2025-07-24 17:00:00
4915,1013,472.35,2025-07-24 18:00:00
4916,1006,30.52,2025-07-24 19:00:00
4917,1014,256.5,2025-07-24 20:00:00
4918,1037,296.27,2025-07-24 21:00:00
4919,1048,460.9,2025-07-24 22:00:00
4920,1015,34.09,2025-07-24 23:00:00
4921,1047,291.01,2025-07-25 00:00:00
4922,1004,428.28,2025-07-25 01:00:00
4923,1040,128.54,2025-07-25 02:00:00
4924,1016,439.38,2025-07-25 03:00:00
4925,1028,19.33,2025-07-25 04:00:00
4926,1016,368.9,2025-07-25 05:00:00
4927,1004,467.23,2025-07-25 06:00:00
4928,1045,332.03,2025-07-25 07:00:00
4929,1026,225.12,2025-07-25 08:00:00
4930,1028,31.99,2025-07-25 09:00:00
4931,1032,460.86,2025-07-25 10:00:00
4932,1045,240.45,2025-07-25 11:00:00
4933,1002,24.21,2025-07-25 12:00:00
4934,1031,348.01,2025-07-25 13:00:00
4935,1003,246.1,2025-07-25 14:00:00
4936,1008,70.93,2025-07-25 15:00:00
4937,1024,114.99,2025-07-25 16:00:00
4938,1015,41.6,2025-07-25 17:00:00
4939,1043,291.4,2025-07-25 18:00:00
4940,1031,314.79,2025-07-25 19:00:00
4941,1009,257.81,2025-07-25 20:00:00
4942,1039,410.38,2025-07-25 21:00:00
4943,1045,431.89,2025-07-25 22:00:00
4944,1002,311.66,2025-07-25 23:00:00
4945,1008,16.25,2025-07-26 00:00:00
4946,1007,350.66,2025-07-26 01:00:00
4947,1044,214.82,2025-07-26 02:00:00
4948,1039,287.12,2025-07-26 03:00:00
4949,1042,328.05,2025-07-26 04:00:00
4950,1016,181.62,2025-07-26 05:00:00
4951,1035,459.38,2025-07-26 06:00:00
4952,1030,75.65,2025-07-26 07:00:00
4953,1010,339.04,2025-07-26 08:00:00
4954,1038,12.14,2025-07-26 09:00:00
4955,1018,463.08,2025-07-26 10:00:00
4956,1050,65.13,2025-07-26 11:00:00
4957,1005,56.49,2025-07-26 12:00:00
4958,1029,173.17,2025-07-26 13:00:00
4959,1039,193.05,2025-07-26 14:00:00
4960,1034,115.01,2025-07-26 15:00:00
4961,1043,296.71,2025-07-26 16:00:00
4962,1045,227.03,2025-07-26 17:00:00
4963,1023,26.75,2025-07-26 18:00:00
4964,1005,166.63,2025-07-26 19:00:00
4965,1030,407.11,2025-07-26 20:00:00
4966,1006,347.95,2025-07-26 21:00:00
4967,1046,365.19,2025-07-26 22:00:00
4968,1044,352.08,2025-07-26 23:00:00
4969,1004,162.38,2025-07-27 00:00:00
4970,1029,58.84,2025-07-27 01:00:00
4971,1023,143.51,2025-07-27 02:00:00
4972,1006,417.57,2025-07-27 03:00:00
4973,1032,490.43,2025-07-27 04:00:00
4974,1042,251.99,2025-07-27 05:00:00
4975,1018,14.75,2025-07-27 06:00:00
4976,1015,78.62,2025-07-27 07:00:00
4977,1040,167.82,2025-07-27 08:00:00
4978,1032,293.51,2025-07-27 09:00:00
4979,1009,46.8,2025-07-27 10:00:00
4980,1037,472.25,2025-07-27 11:00:00
4981,1010,188.89,2025-07-27 12:00:00
4982,1020,457.17,2025-07-27 13:00:00
4983,1006,392.46,2025-07-27 14:00:00
4984,1048,380.16,2025-07-27 15:00:00
4985,1003,307.29,2025-07-27 16:00:00
4986,1042,317.12,2025-07-27 17:00:00
4987,1011,322.62,2025-07-27 18:00:00
4988,1043,318.07,2025-07-27 19:00:00
4989,1017,281.33,2025-07-27 20:00:00
4990,1032,493.34,2025-07-27 21:00:00
4991,1004,368.82,2025-07-27 22:00:00
4992,1004,390.7,2025-07-27 23:00:00
4993,1017,437.51,2025-07-28 00:00:00
4994,1041,115.66,2025-07-28 01:00:00
4995,1019,51.06,2025-07-28 02:00:00
4996,1005,246.62,2025-07-28 03:00:00
4997,1032,261.9,2025-07-28 04:00:00
4998,1022,416.3,2025-07-28 05:00:00
4999,1006,227.45,2025-07-28 06:00:00
5000,1035,289.72,2025-07-28 07:00:00
